,fluxes
AGPAT1819Z1819Zh,0.0
AGPATCOA16018111Z,0.048390809298213204
DAGK18111Z160h,0.0
DAGK18111Z1819Z,0.0
AGPATCOA1601819Z,0.09214152548795468
DAGK18111Z1819Zh,0.0
ACPT16018111Z,0.000473806620311565
DAGK1819Z160h,0.0
AGPATCOA1801819Z,0.06485715359384
AGPATCOA18111Z160,0.011817732815649578
AGPATCOA18111Z18111Z,0.04695654404347269
DAGK1819Z1619Zh,0.0
DAGK1819Z18111Z,0.0
DAGK1819Z18111Zh,0.0
DAGK1819Z1819Z,0.0
DAGK1819Z1819Zh,0.0
AGPATCOA18111Z1819Z,0.0722551026266934
AGPATCOA1819Z160,0.0015908486482605164
AGPATCOA1819Z18111Z,0.04948583892452596
AGPATCOA1819Z1819Z,0.07876003177039194
DGDGD4DS1819Z1634Z7Z10Z,0.005375875859523173
ACPT1601819Z,0.044224522810053034
DGDGD4DS1829Z12Z1634Z7Z10Z,0.0
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,0.00620998845314109
