,fluxes
ACOADAGAT16018111Z180,0.008232351035233442
ACOADAGAT16018111Z18111Z,0.008251701212790981
ACOADAGAT16018111Z1819Z,0.008251701212790981
ACOADAGAT16018111Z1835Z9Z12Z,0.008290578826763501
MTGH,0.0
OAGMIG,0.0
ACOADAGAT16018111Z1845Z9Z12Z15Z,0.008310106644706683
ACOADAGAT1601819Z160,0.00850944310413317
ACOADAGAT1601819Z180,0.008232351035233442
ACOADAGAT1601819Z18111Z,0.008251701212790981
ACOADAGAT1601819Z1819Z,0.008251701212790981
ACOADAGAT1601819Z1845Z9Z12Z15Z,0.008310106644706683
ACOADAGAT1801819Z160,0.008232351035233442
ACOADAGAT1801819Z180,0.007972735710723855
ACOADAGAT1801819Z18111Z,0.007990883333251196
ACOADAGAT1801819Z1819Z,0.007990883333251196
ACOADAGAT1801819Z1835Z9Z12Z,0.008027336689940621
ACOADAGAT1801819Z1845Z9Z12Z15Z,0.008045642733447263
ACOADAGAT18111Z18111Z160,0.008251701212790983
ACOADAGAT18111Z18111Z180,0.007990883333251196
ACOADAGAT18111Z18111Z18111Z,0.008009113759865865
ACOADAGAT18111Z18111Z1819Z,0.008009113759865865
ACOADAGAT18111Z18111Z1835Z9Z12Z,0.008045734017019064
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z,0.008064124161637083
ACOADAGAT18111Z1819Z160,0.008251701212790983
ACOADAGAT18111Z1819Z180,0.007990883333251196
ACOADAGAT18111Z1819Z18111Z,0.008009113759865865
ACOADAGAT18111Z1819Z1819Z,0.008009113759865865
ACOADAGAT18111Z1819Z1835Z9Z12Z,0.008045734017019064
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,0.008064124161637083
ACOADAGAT1819Z18111Z160,0.008251701212790983
ACOADAGAT1819Z18111Z180,0.007990883333251196
ACOADAGAT1819Z18111Z18111Z,0.008009113759865865
ACOADAGAT1819Z18111Z1819Z,0.008009113759865865
ACOADAGAT1819Z18111Z1835Z9Z12Z,0.008045734017019064
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,0.008064124161637083
ACOADAGAT1819Z1819Z160,0.008251701212790983
ACOADAGAT1819Z1819Z180,0.007990883333251196
ACOADAGAT1819Z1819Z18111Z,0.008009113759865865
ACPT1819Z18111Z,0.003107200900517784
ACPT1819Z1819Z,0.031673255672660626
ACOADAGAT1819Z1819Z1819Z,0.008009113759865865
ACOADAGAT1819Z1819Z1835Z9Z12Z,0.008045734017019064
AGPAT1601819Zh,0.0
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z,0.008064124161637083
AGPAT160h,0.01566180588414405
AGPAT1801819Zh,0.0
AGPAT18111Z160h,0.025051845961607123
AGPAT18111Z1819Zh,0.0
AGPAT1819Z160h,0.4409163027752017
DAGAH1819Z1819Z,0.0
DAGK16018111Z,0.0
DAGK1601819Z,0.0
DAGK1601819Zh,0.0
DAGK160h,0.0
DAGK1801819Z,0.0
DAGK1801819Zh,0.0
DAGK181_1,0.0
AGPAT1819Z1619Zh,0.0051313959396072015
AGPAT1819Z18111Zh,0.0
AGPAT1819Z1819Zh,0.0
AGPATCOA16018111Z,0.05033876154858024
DAGK18111Z160h,0.0
DAGK18111Z1819Z,0.0
AGPATCOA1601819Z,0.09585064493707164
DAGK18111Z1819Zh,0.0
ACPT16018111Z,0.0004928795121614805
DAGK1819Z160h,0.0
AGPATCOA1801819Z,0.06746795180382545
AGPATCOA18111Z160,0.012293450820087478
AGPATCOA18111Z18111Z,0.048846760532212395
DAGK1819Z1619Zh,0.0
DAGK1819Z18111Z,0.0
DAGK1819Z18111Zh,0.0
DAGK1819Z1819Z,0.0
DAGK1819Z1819Zh,0.0
AGPATCOA18111Z1819Z,0.07516370225136156
AGPATCOA1819Z160,0.0016548876103963878
AGPATCOA1819Z18111Z,0.05147787114494784
AGPATCOA1819Z1819Z,0.08193048465909324
DGDGD4DS1819Z1634Z7Z10Z,0.005592279545060183
ACPT1601819Z,0.04600476290065287
DGDGD4DS1829Z12Z1634Z7Z10Z,0.0
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,0.02722742752700698
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,0.0017254698128617322
