,fluxes
3OAR80_1,0.0
3OAS100_1,0.0
EAR100x_1,0.0
ACP1619ZD9DS,0.0
ACP1819ZD9DS,0.0
BTNC,0.0
CYSTRS,0.0
FA180ACPHi,0.0
EAR100y_1,0.0
EAR120x_1,0.0
EAR120y_1,0.0
SAT,0.0
EAR140x_1,0.0
EAR140y_1,0.0
EAR160x_1,0.0
EAR160y_1,0.0
EAR180x_1,0.0
FA1819ZACPH,0.0
FA181ACPHi,0.0
FA80ACPHi_1,0.0
KAS14_1,0.0
MCOATA_1,0.0
ACACT2m,0.0
ACACT3m,0.0
EAR181x_1,0.0
EAR181y_1,0.0
EAR40x_1,0.0
SATm,0.0
EAR40y_1,0.0
EAR60x_1,0.0
EAR60y_1,0.0
EAR80x_1,0.0
EAR80y_1,0.0
ACACT4m,0.0
ACACT5m,0.0
ACACT6m,0.0
ACACT7m,0.0
ACOAR2m,0.0
ACOAR3m,0.0
ACOAR4m,0.0
FA100ACPHi_1,0.0
FA120ACPHi_1,0.0
ACOAR5m,0.0
FA140ACPHi_1,0.0
ACOAR6m,0.0
CITALALDOR,0.0
ACOAR7m,0.0
ECOAH2m,0.0
ECOAH3m,0.0
FA160ACPHi_1,0.0
FA161ACPHi_1,0.0
AACPS6_1,0.0
CITALDM,0.0
ACACT1x,0.0
ACACT2,0.0
ACACT3,0.0
ECOAH4m,0.0
ECOAH5m,0.0
ECOAH6m,0.0
ECOAH7m,0.0
HACD2m,0.0
HACD3m,0.0
HACD4m,0.0
ACACT4p,0.0
ACACT5p,0.0
ACACT6p,0.0
CITALMO,0.0
ACACT7p,0.0
ACOA100OR,0.0
HACD5m,0.0
HACD6m,0.0
HACD7m,0.0
AACP1819ZS,0.0
ACOA120OR,0.0
ACOA140OR,0.0
AACPS1_1,0.0
CITALOR,0.0
AACPS3_1,0.0
AACPS4_1,0.0
AACPS5_1,0.0
ACOA160OR,0.0
ACOA40OR,0.0
ACOA60OR,0.0
ACOA80OR,0.0
CACOAL,0.0
DDMCITALOR,0.0
CYTP450Rh,0.0
DMCITALDM,0.0
ECOAH1x,0.0
ECOAH2_1,0.0
ECOAH3_1,0.0
HACD7p,0.0
FACOAL1821,0.0
DMCITALOR,0.0
FACOAL1832,0.0
FACOAL1831,0.0
ECOAH4p,0.0
ECOAH5p,0.0
ECOAH6p,0.0
PACOAL,0.0
ECOAH7p,0.0
10FTHFGLULL,0.0
10FTHFGLULLm,0.0
FACOAL160,0.0
LIDOAMH,0.0
FAH120,0.0
ADCL,0.0
FAH140,0.0
LIDODM,0.0
FAH160,0.0
ADCS,0.0
AKP1_1,0.0
DHFOR,0.0
FAH1819Z,0.0
FAH1829Z12Z,0.0
LIDOMO,0.0
HACD1x,0.0
MEGLYXYLAMH,0.0
HACD2_1,0.0
DHFS,0.0
56DH5FLURAAMH,0.0
HACD3_1,0.0
HACD4p,0.0
HACD5p,0.0
DHNPA_1,0.0
5FLURAOR,0.0
DHPS,0.0
DNMPPA,0.0
DNTPPA_1,0.0
FOLD3_1,0.0
HACD6p,0.0
RFH,0.0
RGH,0.0
SFH,0.0
GTPCI_2,0.0
5FLURAPRT,0.0
HPPK_1,0.0
THFGLUH,0.0
THFGLUS_1,0.0
SGHA,0.0
SGHB,0.0
SYGH,0.0
THFOR1,0.0
6MPURPRT,0.0
THFOR2,0.0
AF1PT,0.0
UDPG4E,0.0
GLUDC,0.0
ARGDh,0.0
AGAKI,211.98164672278725
6TINS5MPOR,0.0
HEX4,211.98164672278588
GLNS,1000.0
GAM,1.0975361269754735e-13
GDR,-3.55923833938915e-13
AM6PTh,0.0
6TXAN5MPAML,0.0
BFBP,0.0
BFBPh,0.0
F2PP,0.0
FBPPH,0.0
FPGPL,0.0
GTHOr,0.0
GDR_nadp_h,0.0
GTHOm,0.0
GDRh,745.9423107070786
GDRm,0.0
MAN1PT,-1.9211988209122435e-12
MAKI,-211.98164672278722
MPAKI,211.98164672278781
GLNTRS,0.0
GLUS_ferr,0.0
AFLBURPPAAMH,0.0
GLUTRS,0.0
PRDPARh,0.0
PMANM,1.921198820912244e-12
PFK26_1,0.0
SBTRh,0.0
GDHm,0.0
CYTP450R,0.0
GCL,0.0
GTHS_1,0.0
AGMIS,0.0
EMGH,0.0
GALh,0.0
GALm,0.0
GLUS,1000.0
GDH,0.0
GALKr,0.0
GALKh,0.0
TEGAMO,0.0
GALO,0.0
GGGH,0.0
GDH_nadp,0.0
GTHAMPOR,0.0
GTHAMPORh,0.0
GRGT,0.0
ACOADAGAT1601819Z1835Z9Z12Z,0.0
IAGT,0.0
LCGH,0.0
MGHA,0.0
MGHB,0.0
MLGH,0.0
GTHAMPORm,0.0
GTHPi,-3.5592383393891507e-13
GTHPDSOR,-745.9423107070786
ACOADAGAT16018111Z160,0.0
ACOADAGAT16018111Z180,0.0
ACOADAGAT16018111Z18111Z,0.0
ACOADAGAT16018111Z1819Z,0.0
ACOADAGAT16018111Z1835Z9Z12Z,0.0
MTGH,0.0
OAGMIG,0.0
ACOADAGAT16018111Z1845Z9Z12Z15Z,0.0
ACOADAGAT1601819Z160,0.0
ACOADAGAT1601819Z180,0.0
ACOADAGAT1601819Z18111Z,0.0
ACOADAGAT1601819Z1819Z,0.0
ACOADAGAT1601819Z1845Z9Z12Z15Z,0.0
ACOADAGAT1801819Z160,0.0
ACOADAGAT1801819Z180,0.0
ACOADAGAT1801819Z18111Z,0.0
ACOADAGAT1801819Z1819Z,0.0
ACOADAGAT1801819Z1835Z9Z12Z,0.0
ACOADAGAT1801819Z1845Z9Z12Z15Z,0.0
ACOADAGAT18111Z18111Z160,0.0
ACOADAGAT18111Z18111Z180,0.0
ACOADAGAT18111Z18111Z18111Z,0.0
ACOADAGAT18111Z18111Z1819Z,0.0
ACOADAGAT18111Z18111Z1835Z9Z12Z,0.0
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z,0.0
ACOADAGAT18111Z1819Z160,0.0
ACOADAGAT18111Z1819Z180,0.0
ACOADAGAT18111Z1819Z18111Z,0.0
ACOADAGAT18111Z1819Z1819Z,0.0
ACOADAGAT18111Z1819Z1835Z9Z12Z,0.0
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,0.0
ACOADAGAT1819Z18111Z160,0.0
ACOADAGAT1819Z18111Z180,0.0
ACOADAGAT1819Z18111Z18111Z,0.0
ACOADAGAT1819Z18111Z1819Z,0.0
ACOADAGAT1819Z18111Z1835Z9Z12Z,0.0
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,0.0
ACOADAGAT1819Z1819Z160,0.0
ACOADAGAT1819Z1819Z180,0.0
ACOADAGAT1819Z1819Z18111Z,0.0
ACPT1819Z18111Z,0.0
ACPT1819Z1819Z,0.0
ACOADAGAT1819Z1819Z1819Z,0.0
ACOADAGAT1819Z1819Z1835Z9Z12Z,0.0
AGPAT1601819Zh,0.0
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z,0.0
AGPAT160h,0.0
AGPAT1801819Zh,0.0
AGPAT18111Z160h,0.0
AGPAT18111Z1819Zh,0.0
AGPAT1819Z160h,0.0
DAGAH1819Z1819Z,0.0
DAGK16018111Z,0.0
DAGK1601819Z,0.0
DAGK1601819Zh,0.0
DAGK160h,0.0
DAGK1801819Z,0.0
DAGK1801819Zh,0.0
DAGK181_1,0.0
AGPAT1819Z1619Zh,0.0
AGPAT1819Z18111Zh,0.0
AGPAT1819Z1819Zh,0.0
AGPATCOA16018111Z,0.0
DAGK18111Z160h,0.0
DAGK18111Z1819Z,0.0
AGPATCOA1601819Z,0.0
DAGK18111Z1819Zh,0.0
ACPT16018111Z,0.0
DAGK1819Z160h,0.0
AGPATCOA1801819Z,0.0
AGPATCOA18111Z160,0.0
AGPATCOA18111Z18111Z,0.0
DAGK1819Z1619Zh,0.0
DAGK1819Z18111Z,0.0
DAGK1819Z18111Zh,0.0
DAGK1819Z1819Z,0.0
DAGK1819Z1819Zh,0.0
AGPATCOA18111Z1819Z,0.0
AGPATCOA1819Z160,0.0
AGPATCOA1819Z18111Z,0.0
AGPATCOA1819Z1819Z,0.0
DGDGD4DS1819Z1634Z7Z10Z,0.0
ACPT1601819Z,0.0
DGDGD4DS1829Z12Z1634Z7Z10Z,0.0
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,0.0
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,0.0
ALCD19,0.0
ALCD19y,0.0
ACPT18111Z18111Z,0.0
ASQDCADS1829Z12Z160,0.0
ASQDCADS1839Z12Z15Z160,0.0
ASQDPADS1829Z12Z160,0.0
DGDGD7DS1819Z1617Z,0.0
DGDGD7DS1829Z12Z1617Z,0.0
DGDGGH1819Z160,0.0
DGDGGH1819Z1617Z,0.0
DGDGGH1819Z1619Z,0.0
DGDGGH1819Z1627Z10Z,0.0
DGDGGH1819Z1637Z10Z13Z,0.0
DGDGGH1829Z12Z160,0.0
DGDGGH1829Z12Z1617Z,0.0
ASQDPADS1839Z12Z15Z160,0.0
DAGAH16018111Z,0.0
DAGAH1601819Z,0.0
DAGAH1801819Z,0.0
DAGAH18111Z18111Z,0.0
DAGAH18111Z1819Z,0.0
DGDGGH1829Z12Z1619Z,0.0
DGDGGH1829Z12Z1627Z10Z,0.0
DGDGGH1829Z12Z1634Z7Z10Z,0.0
DGDGGH1829Z12Z1637Z10Z13Z,0.0
DAGAH1819Z18111Z,0.0
ACPT18111Z1819Z,0.0
NADPPPS,-1.1478075426052804e-13
DGDGGH1839Z12Z15Z160,0.0
DGDGGH1839Z12Z15Z1627Z10Z,0.0
DGDGGH1839Z12Z15Z1634Z7Z10Z,0.0
DGTSDS1839Z12Z15Z1835Z9Z12Z,0.0
DGDGGH1839Z12Z15Z1637Z10Z13Z,0.0
DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,0.0
DGDGS1819Z160,0.0
DGDGS1819Z1619Z,0.0
DGDGW3DS1819Z1637Z10Z13Z,0.0
DGDGW6DS1829Z12Z1619Z,0.0
DGDGW6DS1829Z12Z1627Z10Z1,0.0
DGDGW6DS1829Z12Z1627Z10Z2,0.0
DGDGW6DS1829Z12Z1634Z7Z10Z,0.0
DGDGW6DS1829Z12Z1637Z10Z13Z,0.0
DGTSD5DS1601835Z9Z12Z,0.0
DGTSD5DS18111Z1835Z9Z12Z,0.0
DGTSD5DS1819Z1835Z9Z12Z,0.0
DGTSD5DS1829Z12Z1835Z9Z12Z,0.0
DGTSDS1601829Z12Z,0.0
DGDGW3DS1829Z12Z1637Z10Z13Z,0.0
