biomass,erg,co2,variant,CO2_cap,ERG_per_CO2
0.0523095868442988,0.14635806969702367,-6.272815201098076,SQS+SQE+MVA,10.0,0.023332118834204333
0.055578936022067475,0.1424994386104982,-6.289629266458943,SQS+SQE+MVA,10.0,0.022656254061016432
0.058848285199836155,0.1386374567656643,-6.306346159824812,SQS+SQE+MVA,10.0,0.021983800643368998
0.06211763437760483,0.1346032190919546,-6.318068923513764,SQS+SQE+MVA,10.0,0.0213044872921544
0.0653869835553735,0.13056901864424988,-6.329791545258908,SQS+SQE+MVA,10.0,0.020627696458984924
0.06865633273314217,0.12653481819653695,-6.341514167004279,SQS+SQE+MVA,10.0,0.019953407792560652
0.07192568191091085,0.1220053907423272,-6.338875205561018,SQS+SQE+MVA,10.0,0.019247167168600095
0.07519503108867953,0.11699495256866671,-6.322286933253694,SQS+SQE+MVA,10.0,0.0185051633694924
0.0784643802664482,0.11099855845747522,-6.277123436314546,SQS+SQE+MVA,10.0,0.01768302942958299
0.08173372944421688,0.10406114855387857,-6.204653712904046,SQS+SQE+MVA,10.0,0.016771467574001556
0.08500307862198556,0.09712373865028755,-6.132183989493601,SQS+SQE+MVA,10.0,0.015838360169344506
0.08827242779975424,0.09018632874669391,-6.059714266083222,SQS+SQE+MVA,10.0,0.01488293420887435
0.0915417769775229,0.08324891884310193,-5.987244542672511,SQS+SQE+MVA,10.0,0.013904379259902807
0.09481112615529158,0.07631150893951706,-5.91477481926179,SQS+SQE+MVA,10.0,0.012901845171012161
0.09808047533306026,0.06937409903591334,-5.842305095851387,SQS+SQE+MVA,10.0,0.011874439608635946
0.10134982451082893,0.06243668913232469,-5.7698353724406966,SQS+SQE+MVA,10.0,0.010821225408015995
0.1046191736885976,0.055499279228740664,-5.697365649030647,SQS+SQE+MVA,10.0,0.009741217721945465
0.10788852286636628,0.04856186932514985,-5.624895925620012,SQS+SQE+MVA,10.0,0.008633380949141215
0.11115787204413495,0.041624459421559346,-5.552426202209567,SQS+SQE+MVA,10.0,0.007496625422053345
0.11442722122190363,0.034687049517958084,-5.479956478798889,SQS+SQE+MVA,10.0,0.006329803831865629
0.11769657039967231,0.027749639614362297,-5.407486755388082,SQS+SQE+MVA,10.0,0.005131707366035106
0.12096591957744098,0.020812229710776814,-5.335017031977783,SQS+SQE+MVA,10.0,0.003901061531018461
0.12423526875520965,0.013874819807184123,-5.262547308567568,SQS+SQE+MVA,10.0,0.0026365216298569983
0.12750461793297832,0.00693740990358718,-5.190077585156828,SQS+SQE+MVA,10.0,0.0013366678608866215
0.130773967110747,5.349421244490332e-15,-5.117607861746785,SQS+SQE+MVA,10.0,1.0452972148327956e-15
0.0,0.20315637701861244,-5.891534933539646,SQE,10.0,0.03448275862069033
0.0032693491777685815,0.19977526244436886,-5.918797392818327,SQE,10.0,0.03375267798265397
0.006538698355537163,0.19639414787012593,-5.946059852096106,SQE,10.0,0.033029292128785595
0.009808047533305744,0.19301303329588387,-5.973322311374543,SQE,10.0,0.03231250939336454
0.013077396711074326,0.18955486912933114,-5.998350332475642,SQE,10.0,0.031601166757977264
0.01634674588884291,0.18608971178572942,-6.023174701411642,SQE,10.0,0.030895619172745543
0.019616095066611487,0.18262451968294685,-6.047999762393161,SQE,10.0,0.030195854308480215
0.02288544424438007,0.17915934495975475,-6.072824477351832,SQE,10.0,0.029501815115506272
0.026154793422148652,0.1756941702365602,-6.097649192310449,SQE,10.0,0.028813427059418657
0.029424142599917234,0.1722289955133721,-6.122473907269316,SQE,10.0,0.02813062139944471
0.03269349177768582,0.16870225991595708,-6.148509862370778,SQE,10.0,0.027437909947648338
0.0359628409554544,0.16516724470831512,-6.174708722830109,SQE,10.0,0.026748993697084476
0.039232190133222974,0.1616322295006774,-6.200907583289038,SQE,10.0,0.026065898794599623
0.04250153931099156,0.1579339629565242,-6.222373005020516,SQE,10.0,0.025381628974845343
0.04577088848876014,0.15407533187002606,-6.239187070379319,SQE,10.0,0.02469477676050173
0.04904023766652872,0.15021670078352628,-6.256001135738885,SQE,10.0,0.024011616610070268
0.052309586844297304,0.14635806969702608,-6.272815201098694,SQE,10.0,0.02333211883420242
0.055578936022065886,0.1424994386105238,-6.289629266457832,SQE,10.0,0.0226562540610245
0.05884828519983447,0.1386374567656696,-6.306346159824408,SQE,10.0,0.021983800643371243
0.06211763437760305,0.1346032190919571,-6.318068923513767,SQE,10.0,0.021304487292154783
0.06538698355537163,0.13056901864424791,-6.32979154525905,SQE,10.0,0.02062769645898415
0.06865633273314022,0.126534818196545,-6.341514167004362,SQE,10.0,0.019953407792561658
0.0719256819109088,0.12200539074233624,-6.338875205561193,SQE,10.0,0.01924716716860099
0.07519503108867738,0.11699495256867246,-6.3222869332538085,SQE,10.0,0.018505163369492976
0.07846438026644595,0.11099855845748093,-6.2771234363147705,SQE,10.0,0.017683029429583264
0.08173372944421453,0.10406114855388543,-6.204653712904098,SQE,10.0,0.01677146757400252
0.08500307862198311,0.09712373865029322,-6.132183989493607,SQE,10.0,0.015838360169345415
0.0882724277997517,0.09018632874669555,-6.059714266083587,SQE,10.0,0.014882934208873724
0.09154177697752028,0.0832489188431106,-5.987244542672683,SQE,10.0,0.013904379259903855
0.09481112615528886,0.07631150893951874,-5.914774819262042,SQE,10.0,0.012901845171011898
0.09808047533305744,0.06937409903592541,-5.842305095851455,SQE,10.0,0.011874439608637873
0.10134982451082603,0.06243668913232044,-5.769835372440625,SQE,10.0,0.010821225408015393
0.10461917368859461,0.0554992792287457,-5.697365649030647,SQE,10.0,0.00974121772194635
0.10788852286636319,0.048561869325152926,-5.624895925620238,SQE,10.0,0.008633380949141414
0.11115787204413177,0.04162445942155352,-5.552426202209545,SQE,10.0,0.007496625422052325
0.11442722122190035,0.03468704951796463,-5.479956478798774,SQE,10.0,0.006329803831866956
0.11769657039966894,0.027749639614379012,-5.40748675538893,SQE,10.0,0.005131707366037393
0.12096591957743752,0.020812229710789755,-5.335017031980334,SQE,10.0,0.0039010615310190212
0.1242352687552061,0.013874819807192951,-5.262547308567497,SQE,10.0,0.002636521629858711
0.12750461793297468,0.0069374099035992825,-5.190077585158021,SQE,10.0,0.0013366678608886461
0.13077396711074327,-7.036073350480012e-16,-5.117607861746513,SQE,10.0,-1.3748754380095809e-16
0.0,0.1403865932764674,-7.019329663823317,SQS,10.0,0.020000000000000153
0.0032688957037118383,0.13792361806101747,-7.021509053736746,SQS,10.0,0.019643016480569302
0.006537791407423677,0.13546065013170677,-7.023688337235606,SQS,10.0,0.01928625582851838
0.009806687111135515,0.13299767855933609,-7.025867673941511,SQS,10.0,0.01892971583461725
0.013075582814847353,0.13045592076202342,-7.024108640843321,SQS,10.0,0.018572594393466098
0.01634447851855919,0.12735561523824557,-6.994421515339636,SQS,10.0,0.01820816989066771
0.01961337422227103,0.12425531531828181,-6.964734277759437,SQS,10.0,0.017840639766411145
0.022882269925982867,0.12115501072846958,-6.935047133576497,SQS,10.0,0.01746996212064507
0.026151165629694707,0.11805470613867197,-6.905359989393931,SQS,10.0,0.01709609728095195
0.029420061333406546,0.11495440154886294,-6.875672845211051,SQS,10.0,0.0167190039632164
0.03268895703711838,0.11180910763271246,-6.846728024913232,SQS,10.0,0.01633029780442161
0.03595785274083022,0.10865768953882413,-6.817884253546626,SQS,10.0,0.015937156674711954
0.03922674844454206,0.1055062714449277,-6.78904048217972,SQS,10.0,0.015540674963106625
0.0424956441482539,0.10235484120946872,-6.760196953647552,SQS,10.0,0.015140807569850733
0.045764539851965734,0.09920342218162538,-6.731353200960868,SQS,10.0,0.014737515506906483
0.049033435555677574,0.09605200315377337,-6.702509448274962,SQS,10.0,0.014330752368949581
0.05230233125938941,0.09290058412593231,-6.673665695587601,SQS,10.0,0.013920473149764604
0.05557122696310125,0.08974916509808828,-6.644821942901413,SQS,10.0,0.01350663206167116
0.05884012266681309,0.08659774607023575,-6.615978190214048,SQS,10.0,0.01308918251851644
0.062109018370524925,0.08344632704242085,-6.587135726709382,SQS,10.0,0.01266807463888506
0.06537791407423676,0.0802949080145603,-6.558292041873673,SQS,10.0,0.012243265091260013
0.06864680977794861,0.07714348898672874,-6.529448357039439,SQS,10.0,0.01181470237122863
0.07191570548166044,0.07399206995887285,-6.500604672204016,SQS,10.0,0.011382336519440428
0.07518460118537228,0.0708406509310403,-6.47177775353551,SQS,10.0,0.010946088328255757
0.07845349688908412,0.06692560142289337,-6.4047532736492325,SQS,10.0,0.01044936448968958
0.08172239259279596,0.06274275133395808,-6.32433876472362,SQS,10.0,0.009920839738049674
0.0849912882965078,0.05855990124502804,-6.2439242557982055,SQS,10.0,0.009378701413722051
0.08826018400021964,0.05437705115609383,-6.163509746872699,SQS,10.0,0.008822416673176217
0.09152907970393147,0.0501942010671659,-6.083095237947421,SQS,10.0,0.008251424497523172
0.09479797540764331,0.0460113509782418,-6.002680729021978,SQS,10.0,0.007665133805265447
0.09806687111135515,0.04182850088931097,-5.922266220096481,SQS,10.0,0.00706292141129541
0.101335766815067,0.037645650800380855,-5.841851711170833,SQS,10.0,0.006444129817330789
0.10460466251877883,0.03346280071144957,-5.761437202245441,SQS,10.0,0.005808064817300777
0.10787355822249066,0.029279950622516288,-5.681022693319686,SQS,10.0,0.005153992899367675
0.1111424539262025,0.025097100533584205,-5.600608184394047,SQS,10.0,0.004481138424129836
0.11441134962991434,0.02091425044465232,-5.520193675468825,SQS,10.0,0.003788680556190104
0.11768024533362619,0.016731400355722705,-5.439779166543087,SQS,10.0,0.0030757499235681855
0.12094914103733802,0.012548550266800663,-5.359364657618547,SQS,10.0,0.0023414249763658843
0.12421803674104985,0.008365700177866081,-5.278950148692084,SQS,10.0,0.001584728012621747
0.1274869324447617,0.004182850088933205,-5.198535639767565,SQS,10.0,0.0008046208353243543
0.13075582814847353,1.928319489087496e-15,-5.118121130841193,SQS,10.0,3.7676315972040413e-16
7.562985024607868e-15,0.14038659327648148,-7.019329663822665,SQS+MVA,10.0,0.020000000000004015
0.003268895703711859,0.1379236192315168,-7.021509046883457,SQS+MVA,10.0,0.019643016666443677
0.006537791407423718,0.13546064518654516,-7.023688429943134,SQS+MVA,10.0,0.019286254869884924
0.009806687111135578,0.13299767114161404,-7.025867813003412,SQS+MVA,10.0,0.018929714404171277
0.013075582814847437,0.13045592449790527,-7.024108566125404,SQS+MVA,10.0,0.01857259512289494
0.016344478518559295,0.12735561990809166,-6.994421421942107,SQS+MVA,10.0,0.018208170801457004
0.019613374222271156,0.1242553153182884,-6.964734277759534,SQS+MVA,10.0,0.017840639766411842
0.022882269925983013,0.12115501072846516,-6.935047133576226,SQS+MVA,10.0,0.017469962120645117
0.026151165629694873,0.1180546986669154,-6.905360138829543,SQS+MVA,10.0,0.01709609582896072
0.029420061333406734,0.1149544015488556,-6.875672845210813,SQS+MVA,10.0,0.01671900396321591
0.03268895703711859,0.1118091076327047,-6.846728024913105,SQS+MVA,10.0,0.01633029780442078
0.03595785274083045,0.10865767926514877,-6.817884459020416,SQS+MVA,10.0,0.01593715468753493
0.03922674844454231,0.10550627144494915,-6.789040482180677,SQS+MVA,10.0,0.015540674963107593
0.04249564414825417,0.10235484120946453,-6.760196953647377,SQS+MVA,10.0,0.015140807569850506
0.045764539851966025,0.09920342218163193,-6.731353200961043,SQS+MVA,10.0,0.014737515506907073
0.049033435555677886,0.09605200315377495,-6.702509448273857,SQS+MVA,10.0,0.01433075236895218
0.052302331259389746,0.09290058412592862,-6.673665695587571,SQS+MVA,10.0,0.013920473149764112
0.05557122696310161,0.08974916509809534,-6.644821942901504,SQS+MVA,10.0,0.013506632061672038
0.05884012266681347,0.08659774607024334,-6.615978190214563,SQS+MVA,10.0,0.013089182518516568
0.06210901837052532,0.0834463270424095,-6.5871357267091435,SQS+MVA,10.0,0.012668074638883798
0.06537791407423718,0.08029490801456213,-6.558292041874035,SQS+MVA,10.0,0.012243265091259618
0.06864680977794904,0.07714348898668726,-6.529448357035172,SQS+MVA,10.0,0.011814702371229998
0.0719157054816609,0.07399206995885461,-6.500604672203192,SQS+MVA,10.0,0.011382336519439066
0.07518460118537276,0.0708406509310352,-6.471777753535365,SQS+MVA,10.0,0.010946088328255213
0.07845349688908462,0.06692560142289306,-6.404753273649146,SQS+MVA,10.0,0.01044936448968967
0.08172239259279648,0.06274275133395892,-6.324338764723824,SQS+MVA,10.0,0.009920839738049487
0.08499128829650834,0.058559901245031666,-6.2439242557983805,SQS+MVA,10.0,0.00937870141372237
0.08826018400022019,0.054377051156094536,-6.163509746872353,SQS+MVA,10.0,0.008822416673176828
0.09152907970393205,0.05019420106716479,-6.083095237947023,SQS+MVA,10.0,0.00825142449752353
0.09479797540764391,0.04601135097823227,-6.002680729021532,SQS+MVA,10.0,0.007665133805264429
0.09806687111135577,0.04182850088934081,-5.9222662200981135,SQS+MVA,10.0,0.007062921411298501
0.10133576681506763,0.037645650800378065,-5.841851711170765,SQS+MVA,10.0,0.006444129817330386
0.10460466251877949,0.03346280071144946,-5.761437202245331,SQS+MVA,10.0,0.00580806481730087
0.10787355822249135,0.02927995062250994,-5.681022693319636,SQS+MVA,10.0,0.005153992899366603
0.11114245392620321,0.02509710053358729,-5.60060818439405,SQS+MVA,10.0,0.004481138424130385
0.11441134962991507,0.020914250444651127,-5.520193675468764,SQS+MVA,10.0,0.003788680556189929
0.11768024533362693,0.016731400355723427,-5.439779166542602,SQS+MVA,10.0,0.0030757499235685923
0.1209491410373388,0.012548550266783781,-5.3593646576165765,SQS+MVA,10.0,0.0023414249763635954
0.12421803674105064,0.008365700177860052,-5.278950148692672,SQS+MVA,10.0,0.001584728012620428
0.1274869324447625,0.004182850088970623,-5.1985356397653915,SQS+MVA,10.0,0.0008046208353318885
0.13075582814847436,-4.638015434901645e-16,-5.118121130841159,SQS+MVA,10.0,-9.061949329322323e-17
0.0,0.2031563770186161,-5.891534933539788,SQS+SQE,10.0,0.03448275862069012
0.003269349177768986,0.1997752624443681,-5.9187973928179956,SQS+SQE,10.0,0.03375267798265573
0.006538698355537972,0.1963941478701256,-5.946059852096437,SQS+SQE,10.0,0.0330292921287837
0.009808047533306958,0.19301303329588063,-5.97332231137424,SQS+SQE,10.0,0.03231250939336563
0.013077396711075944,0.18955488303300133,-5.998350055657464,SQS+SQE,10.0,0.03160117053425698
0.01634674588884493,0.1860897117857296,-6.0231747014113735,SQS+SQE,10.0,0.030895619172746948
0.019616095066613916,0.18262451968294668,-6.047999762393614,SQS+SQE,10.0,0.03019585430847793
0.022885444244382904,0.17915934495975447,-6.072824477351858,SQS+SQE,10.0,0.0295018151155061
0.02615479342215189,0.17569417023656053,-6.097649192310608,SQS+SQE,10.0,0.02881342705941796
0.029424142599920874,0.17222898110518153,-6.122474077914748,SQS+SQE,10.0,0.028130618262060647
0.03269349177768986,0.16870225991594812,-6.14850986237019,SQS+SQE,10.0,0.027437909947649504
0.03596284095545885,0.16516722709831347,-6.174708931396916,SQS+SQE,10.0,0.026748989941611286
0.03923219013322783,0.16163222950067335,-6.200907583289023,SQS+SQE,10.0,0.026065898794599033
0.042501539310996816,0.15793396295651727,-6.222373005020263,SQS+SQE,10.0,0.02538162897484526
0.04577088848876581,0.1540753318700196,-6.2391870703796775,SQS+SQE,10.0,0.024694776760499273
0.04904023766653479,0.15021670078352245,-6.256001135738996,SQS+SQE,10.0,0.02401161661006923
0.05230958684430378,0.14635806969701962,-6.272815201098535,SQS+SQE,10.0,0.02333211883420198
0.05557893602207276,0.1424994386105176,-6.289629266457484,SQS+SQE,10.0,0.022656254061024766
0.05884828519984175,0.13863745676565772,-6.306346159824295,SQS+SQE,10.0,0.021983800643369758
0.06211763437761074,0.13460321909194767,-6.318068923513854,SQS+SQE,10.0,0.021304487292152997
0.06538698355537972,0.13056901864423984,-6.329791545258794,SQS+SQE,10.0,0.02062769645898371
0.06865633273314871,0.12653481819653092,-6.341514167004562,SQS+SQE,10.0,0.01995340779255881
0.0719256819109177,0.12200539074231365,-6.338875205560903,SQS+SQE,10.0,0.019247167168598305
0.07519503108868668,0.11699495256865837,-6.32228693325365,SQS+SQE,10.0,0.01850516336949121
0.07846438026645566,0.11099855845745889,-6.277123436314646,SQS+SQE,10.0,0.017683029429580104
0.08173372944422465,0.10406114855386935,-6.204653712904084,SQS+SQE,10.0,0.016771467573999967
0.08500307862199363,0.09712373865027503,-6.132183989493553,SQS+SQE,10.0,0.015838360169342588
0.08827242779976263,0.09018632874668144,-6.059714266082242,SQS+SQE,10.0,0.014882934208874697
0.09154177697753162,0.08324891884308476,-5.987244542672284,SQS+SQE,10.0,0.013904379259900467
0.0948111261553006,0.07631150893949193,-5.914774819261599,SQS+SQE,10.0,0.01290184517100833
0.09808047533306959,0.0693740990358951,-5.842305095850982,SQS+SQE,10.0,0.011874439608633647
0.10134982451083857,0.06243668913230255,-5.769835372440738,SQS+SQE,10.0,0.010821225408012078
0.10461917368860756,0.05549927922872218,-5.697365649030073,SQS+SQE,10.0,0.009741217721943201
0.10788852286637654,0.04856186932512087,-5.6248959256196205,SQS+SQE,10.0,0.008633380949136663
0.11115787204414553,0.041624459421534275,-5.552426202209224,SQS+SQE,10.0,0.007496625422049293
0.11442722122191451,0.03468704951793728,-5.479956478798584,SQS+SQE,10.0,0.006329803831862184
0.1176965703996835,0.027749639614339145,-5.407486755388165,SQS+SQE,10.0,0.005131707366030746
0.12096591957745248,0.020812229710757982,-5.335017031978123,SQS+SQE,10.0,0.0039010615310146823
0.12423526875522148,0.013874819807158961,-5.262547308567164,SQS+SQE,10.0,0.002636521629852419
0.12750461793299045,0.006937409903569658,-5.19007758515777,SQS+SQE,10.0,0.0013366678608830028
0.13077396711075945,4.63250221803641e-16,-5.117607861746903,SQS+SQE,10.0,9.052085160067537e-17
0.0,0.20315637701861305,-5.891534933539854,SQE+MVA,10.0,0.03448275862068921
0.0032693491777692706,0.1997752624443749,-5.9187973928182505,SQE+MVA,10.0,0.033752677982655424
0.006538698355538541,0.19639414787012469,-5.946059852096459,SQE+MVA,10.0,0.03302929212878342
0.009808047533307811,0.19301303329587832,-5.973322311374517,SQE+MVA,10.0,0.03231250939336375
0.013077396711077082,0.18955486912932334,-5.998350332475739,SQE+MVA,10.0,0.03160116675797545
0.016346745888846353,0.1860896944061349,-6.023175047434417,SQE+MVA,10.0,0.0308956145123825
0.019616095066615623,0.18262451007749428,-6.047999876157135,SQE+MVA,10.0,0.030195852152287553
0.022885444244384896,0.17915933375337145,-6.072824610075949,SQE+MVA,10.0,0.029501812625398846
0.026154793422154165,0.17569415742929206,-6.097649343995832,SQE+MVA,10.0,0.02881342424229309
0.029424142599923434,0.17222899551336554,-6.12247390726953,SQE+MVA,10.0,0.028130621399442658
0.03269349177769271,0.16870225991594348,-6.148509862370792,SQE+MVA,10.0,0.027437909947646062
0.035962840955461976,0.165167244708303,-6.1747087228297435,SQE+MVA,10.0,0.026748993697084094
0.039232190133231246,0.1616322295006658,-6.200907583289757,SQE+MVA,10.0,0.02606589879459473
0.042501539311000515,0.1579339629565145,-6.22237300502034,SQE+MVA,10.0,0.0253816289748445
0.04577088848876979,0.15407533187001157,-6.239187070379319,SQE+MVA,10.0,0.024694776760499408
0.04904023766653906,0.15021670078351623,-6.256001135739013,SQE+MVA,10.0,0.02401161661006817
0.05230958684430833,0.14635806969701823,-6.272815201098166,SQE+MVA,10.0,0.023332118834203133
0.0555789360220776,0.14249943861051392,-6.2896292664575535,SQE+MVA,10.0,0.022656254061023933
0.05884828519984687,0.13863745676565073,-6.30634615982424,SQE+MVA,10.0,0.02198380064336884
0.062117634377616145,0.1346032190919381,-6.318068923513671,SQE+MVA,10.0,0.021304487292152098
0.06538698355538541,0.13056901864423662,-6.3297915452589875,SQE+MVA,10.0,0.020627696458982568
0.06865633273315468,0.12653481819652268,-6.341514167004196,SQE+MVA,10.0,0.01995340779255866
0.07192568191092395,0.12200539074231216,-6.338875205561062,SQE+MVA,10.0,0.019247167168597586
0.07519503108869323,0.11699495256864804,-6.322286933253677,SQE+MVA,10.0,0.0185051633694895
0.07846438026646249,0.11099855845744855,-6.277123436314515,SQE+MVA,10.0,0.017683029429578827
0.08173372944423177,0.1040611485538614,-6.204653712904494,SQE+MVA,10.0,0.016771467573997577
0.08500307862200103,0.09712373865025689,-6.132183989493225,SQE+MVA,10.0,0.015838360169340482
0.0882724277997703,0.09018632874666707,-6.0597142660828025,SQE+MVA,10.0,0.01488293420887095
0.09154177697753958,0.08324891884304636,-5.98724454267201,SQE+MVA,10.0,0.013904379259894689
0.09481112615530884,0.07631150893947479,-5.914774819261855,SQE+MVA,10.0,0.012901845171004874
0.09808047533307812,0.06937409903588192,-5.842305095850297,SQE+MVA,10.0,0.011874439608632784
0.10134982451084738,0.06243668913228681,-5.769835372440716,SQE+MVA,10.0,0.010821225408009392
0.10461917368861666,0.05549927922869281,-5.697365649030042,SQE+MVA,10.0,0.009741217721938101
0.10788852286638594,0.048561869325104624,-5.624895925619677,SQE+MVA,10.0,0.008633380949133688
0.1111578720441552,0.04162445942151213,-5.552426202208924,SQE+MVA,10.0,0.00749662542204571
0.11442722122192447,0.03468704951792125,-5.479956478798962,SQE+MVA,10.0,0.006329803831858823
0.11769657039969374,0.02774963961431948,-5.407486755386763,SQE+MVA,10.0,0.0051317073660284394
0.12096591957746301,0.02081222971072856,-5.335017031977947,SQE+MVA,10.0,0.003901061531009296
0.12423526875523229,0.013874819807131776,-5.262547308566825,SQE+MVA,10.0,0.002636521629847423
0.12750461793300155,0.006937409903542431,-5.190077585156437,SQE+MVA,10.0,0.0013366678608781005
0.13077396711077083,-1.207933829401043e-15,-5.1176078617473575,SQE+MVA,10.0,-2.360348549622178e-16
